qualified_name,name,class,lineno,async,decorators,file,A2該当,A2細分類,内容区分,備考,status
gwexpy.timeseries.collections.TimeSeriesDict.coherence,coherence,TimeSeriesDict,370,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.psd,psd,TimeSeriesDict,423,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.asd,asd,TimeSeriesDict,434,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.spectrogram,spectrogram,TimeSeriesDict,445,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.spectrogram2,spectrogram2,TimeSeriesDict,457,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.q_transform,q_transform,TimeSeriesDict,469,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.to_pandas,to_pandas,TimeSeriesDict,485,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.from_pandas,from_pandas,TimeSeriesDict,492,False,['classmethod'],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.to_polars,to_polars,TimeSeriesDict,498,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.from_polars,from_polars,TimeSeriesDict,505,False,['classmethod'],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.to_tmultigraph,to_tmultigraph,TimeSeriesDict,511,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.write,write,TimeSeriesDict,517,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.plot,plot,TimeSeriesDict,525,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.plot_all,plot_all,TimeSeriesDict,531,False,[],gwexpy/collections.py,No,非A2,非数値,plotting,
gwexpy.timeseries.collections.TimeSeriesDict.impute,impute,TimeSeriesDict,535,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.rolling_mean,rolling_mean,TimeSeriesDict,546,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.rolling_std,rolling_std,TimeSeriesDict,569,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.rolling_median,rolling_median,TimeSeriesDict,594,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.rolling_min,rolling_min,TimeSeriesDict,617,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.rolling_max,rolling_max,TimeSeriesDict,640,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.to_matrix,to_matrix,TimeSeriesDict,663,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.crop,crop,TimeSeriesDict,705,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.append,append,TimeSeriesDict,724,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.prepend,prepend,TimeSeriesDict,749,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.shift,shift,TimeSeriesDict,767,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.gate,gate,TimeSeriesDict,777,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.mask,mask,TimeSeriesDict,787,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.decimate,decimate,TimeSeriesDict,799,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.filter,filter,TimeSeriesDict,809,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.whiten,whiten,TimeSeriesDict,819,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.notch,notch,TimeSeriesDict,829,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.zpk,zpk,TimeSeriesDict,839,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.detrend,detrend,TimeSeriesDict,849,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.taper,taper,TimeSeriesDict,859,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.fft,fft,TimeSeriesDict,871,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.average_fft,average_fft,TimeSeriesDict,883,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict._apply_scalar_or_map,_apply_scalar_or_map,TimeSeriesDict,897,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.value_at,value_at,TimeSeriesDict,933,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.is_contiguous,is_contiguous,TimeSeriesDict,937,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.skewness,skewness,TimeSeriesDict,941,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.kurtosis,kurtosis,TimeSeriesDict,945,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.mean,mean,TimeSeriesDict,949,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.std,std,TimeSeriesDict,953,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.rms,rms,TimeSeriesDict,957,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.min,min,TimeSeriesDict,961,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.max,max,TimeSeriesDict,965,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.correlation,correlation,TimeSeriesDict,969,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.mic,mic,TimeSeriesDict,973,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.distance_correlation,distance_correlation,TimeSeriesDict,977,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.pcc,pcc,TimeSeriesDict,981,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.ktau,ktau,TimeSeriesDict,985,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.state_segments,state_segments,TimeSeriesDict,991,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesDict.pca,pca,TimeSeriesDict,997,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesDict.ica,ica,TimeSeriesDict,1001,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.csd_matrix,csd_matrix,TimeSeriesList,1009,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.coherence_matrix,coherence_matrix,TimeSeriesList,1057,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.csd,csd,TimeSeriesList,1110,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.coherence,coherence,TimeSeriesList,1167,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.impute,impute,TimeSeriesList,1227,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.rolling_mean,rolling_mean,TimeSeriesList,1259,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.rolling_std,rolling_std,TimeSeriesList,1282,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.rolling_median,rolling_median,TimeSeriesList,1307,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.rolling_min,rolling_min,TimeSeriesList,1330,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.rolling_max,rolling_max,TimeSeriesList,1353,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.to_matrix,to_matrix,TimeSeriesList,1376,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.crop,crop,TimeSeriesList,1414,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.shift,shift,TimeSeriesList,1460,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.gate,gate,TimeSeriesList,1470,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.mask,mask,TimeSeriesList,1480,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.resample,resample,TimeSeriesList,1492,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.decimate,decimate,TimeSeriesList,1502,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.filter,filter,TimeSeriesList,1512,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.whiten,whiten,TimeSeriesList,1522,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.notch,notch,TimeSeriesList,1532,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.zpk,zpk,TimeSeriesList,1542,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.detrend,detrend,TimeSeriesList,1552,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.taper,taper,TimeSeriesList,1562,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.hilbert,hilbert,TimeSeriesList,1572,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.envelope,envelope,TimeSeriesList,1579,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.instantaneous_phase,instantaneous_phase,TimeSeriesList,1586,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.unwrap_phase,unwrap_phase,TimeSeriesList,1593,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.instantaneous_frequency,instantaneous_frequency,TimeSeriesList,1600,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.mix_down,mix_down,TimeSeriesList,1607,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.baseband,baseband,TimeSeriesList,1614,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.heterodyne,heterodyne,TimeSeriesList,1621,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.lock_in,lock_in,TimeSeriesList,1628,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.fft,fft,TimeSeriesList,1650,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.average_fft,average_fft,TimeSeriesList,1662,False,[],gwexpy/collections.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.psd,psd,TimeSeriesList,1674,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.asd,asd,TimeSeriesList,1686,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.spectrogram,spectrogram,TimeSeriesList,1698,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.spectrogram2,spectrogram2,TimeSeriesList,1710,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.q_transform,q_transform,TimeSeriesList,1722,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList._apply_scalar_or_map,_apply_scalar_or_map,TimeSeriesList,1736,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.value_at,value_at,TimeSeriesList,1767,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.is_contiguous,is_contiguous,TimeSeriesList,1771,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.skewness,skewness,TimeSeriesList,1775,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.kurtosis,kurtosis,TimeSeriesList,1779,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.mean,mean,TimeSeriesList,1783,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.std,std,TimeSeriesList,1787,False,[],gwexpy/collections.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.rms,rms,TimeSeriesList,1791,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.min,min,TimeSeriesList,1795,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.max,max,TimeSeriesList,1799,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.correlation,correlation,TimeSeriesList,1803,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.mic,mic,TimeSeriesList,1807,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.to_pandas,to_pandas,TimeSeriesList,1815,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.to_tmultigraph,to_tmultigraph,TimeSeriesList,1835,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.write,write,TimeSeriesList,1841,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.pca,pca,TimeSeriesList,1852,False,[],gwexpy/collections.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.collections.TimeSeriesList.ica,ica,TimeSeriesList,1856,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.plot,plot,TimeSeriesList,1860,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.plot_all,plot_all,TimeSeriesList,1866,False,[],gwexpy/collections.py,No,非A2,非数値,plotting,
gwexpy.timeseries.collections.TimeSeriesList.radian,radian,TimeSeriesList,1870,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections.TimeSeriesList.degree,degree,TimeSeriesList,1877,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.collections._patch_gwpy_collections,_patch_gwpy_collections,,1887,False,[],gwexpy/collections.py,No,非A2,非数値,,
gwexpy.timeseries.decomposition.PCAResult.components,components,PCAResult,26,False,['property'],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.PCAResult.components_,components_,PCAResult,30,False,['property'],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.PCAResult.explained_variance_ratio,explained_variance_ratio,PCAResult,35,False,['property'],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.PCAResult.explained_variance_ratio_,explained_variance_ratio_,PCAResult,39,False,['property'],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.PCAResult.summary_dict,summary_dict,PCAResult,43,False,[],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition._check_sklearn,_check_sklearn,,58,False,[],gwexpy/decomposition.py,No,非A2,非数値,helper,
gwexpy.timeseries.decomposition._handle_nan_policy,_handle_nan_policy,,63,False,[],gwexpy/decomposition.py,Yes,A2-b,数値,"external:np.any,np.arange,np.interp;kw",
gwexpy.timeseries.decomposition._fit_scaler,_fit_scaler,,96,False,[],gwexpy/decomposition.py,Yes,A2-b,数値,"external:np.abs,np.nanmean,np.nanmedian;kw",
gwexpy.timeseries.decomposition._apply_scaler,_apply_scaler,,113,False,[],gwexpy/decomposition.py,No,非A2,非数値,,
gwexpy.timeseries.decomposition._inverse_scaler,_inverse_scaler,,127,False,[],gwexpy/decomposition.py,No,非A2,非数値,,
gwexpy.timeseries.decomposition.pca_fit,pca_fit,,135,False,[],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.pca_transform,pca_transform,,216,False,[],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.pca_inverse_transform,pca_inverse_transform,,266,False,[],gwexpy/decomposition.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.decomposition.ica_fit,ica_fit,,331,False,[],gwexpy/decomposition.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.decomposition.ica_transform,ica_transform,,431,False,[],gwexpy/decomposition.py,No,非A2,数値,,
gwexpy.timeseries.decomposition.ica_inverse_transform,ica_inverse_transform,,481,False,[],gwexpy/decomposition.py,No,非A2,非数値,,
gwexpy.timeseries.hurst.HurstResult.summary_dict,summary_dict,HurstResult,33,False,[],gwexpy/hurst.py,No,非A2,非数値,,
gwexpy.timeseries.hurst._get_hurst_rs,_get_hurst_rs,,41,False,[],gwexpy/hurst.py,No,非A2,非数値,,
gwexpy.timeseries.hurst._get_hurst_exponent,_get_hurst_exponent,,51,False,[],gwexpy/hurst.py,No,非A2,非数値,,
gwexpy.timeseries.hurst._get_exp_hurst,_get_exp_hurst,,84,False,[],gwexpy/hurst.py,No,非A2,非数値,,
gwexpy.timeseries.hurst.hurst,hurst,,95,False,[],gwexpy/hurst.py,Yes,A2-b,数値,"external:np.any,np.isnan;kw",
gwexpy.timeseries.hurst.local_hurst,local_hurst,,183,False,[],gwexpy/hurst.py,Yes,A2-c,数値,"external:np.any,np.arange,np.full;kw",
gwexpy.timeseries.io.ats.read_timeseriesdict_ats,read_timeseriesdict_ats,,17,False,[],gwexpy/io/ats.py,No,非A2,非数値,,
gwexpy.timeseries.io.ats.read_timeseries_ats,read_timeseries_ats,,25,False,[],gwexpy/io/ats.py,Yes,A2-b,数値,"external:np.frombuffer,np.fromfile",
gwexpy.timeseries.io.ats.read_timeseries_ats_mth5,read_timeseries_ats_mth5,,114,False,[],gwexpy/io/ats.py,No,非A2,非数値,,
gwexpy.timeseries.io.dttxml._build_epoch,_build_epoch,,28,False,[],gwexpy/io/dttxml.py,No,非A2,非数値,,
gwexpy.timeseries.io.dttxml.read_timeseriesdict_dttxml,read_timeseriesdict_dttxml,,41,False,[],gwexpy/io/dttxml.py,Yes,A2-b,数値,external:np.array;kw,
gwexpy.timeseries.io.dttxml.read_timeseries_dttxml,read_timeseries_dttxml,,90,False,[],gwexpy/io/dttxml.py,No,非A2,非数値,,
gwexpy.timeseries.io.dttxml.read_timeseriesmatrix_dttxml,read_timeseriesmatrix_dttxml,,97,False,[],gwexpy/io/dttxml.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd.read_timeseriesdict_gbd,read_timeseriesdict_gbd,,46,False,[],gwexpy/io/gbd.py,Yes,A2-b,数値,"external:np.asarray,np.ones;kw",
gwexpy.timeseries.io.gbd.read_timeseries_gbd,read_timeseries_gbd,,124,False,[],gwexpy/io/gbd.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd.read_timeseriesmatrix_gbd,read_timeseriesmatrix_gbd,,138,False,[],gwexpy/io/gbd.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd._read_gbd,_read_gbd,,146,False,[],gwexpy/io/gbd.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd._read_header_text,_read_header_text,,164,False,[],gwexpy/io/gbd.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd._parse_header,_parse_header,,177,False,[],gwexpy/io/gbd.py,No,非A2,非数値,helper,
gwexpy.timeseries.io.gbd._find_field,_find_field,,204,False,[],gwexpy/io/gbd.py,No,非A2,非数値,,
gwexpy.timeseries.io.gbd._parse_sample,_parse_sample,,213,False,[],gwexpy/io/gbd.py,No,非A2,非数値,helper,
gwexpy.timeseries.io.gbd._parse_dtype,_parse_dtype,,225,False,[],gwexpy/io/gbd.py,Yes,A2-b,数値,external:np.dtype,
gwexpy.timeseries.io.gbd._parse_scales,_parse_scales,,247,False,[],gwexpy/io/gbd.py,No,非A2,非数値,helper,
gwexpy.timeseries.io.gbd._read_data_block,_read_data_block,,260,False,[],gwexpy/io/gbd.py,Yes,A2-b,数値,external:np.frombuffer,
gwexpy.timeseries.io.sdb.read_timeseriesdict_sdb,read_timeseriesdict_sdb,,41,False,[],gwexpy/io/sdb.py,Yes,A2-b,数値,"external:np.diff,np.median",
gwexpy.timeseries.io.sdb.read_timeseries_sdb,read_timeseries_sdb,,148,False,[],gwexpy/io/sdb.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._import_obspy,_import_obspy,,21,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._trace_to_timeseries,_trace_to_timeseries,,32,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._read_obspy_stream,_read_obspy_stream,,58,False,[],gwexpy/io/seismic.py,Yes,A2-b,数値,"external:np.isnan,np.issubdtype",
gwexpy.timeseries.io.seismic._build_dict,_build_dict,,85,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._read_timeseriesdict,_read_timeseriesdict,,106,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.read_miniseed_timeseriesdict,read_miniseed_timeseriesdict,,138,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.read_sac_timeseriesdict,read_sac_timeseriesdict,,142,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.read_gse2_timeseriesdict,read_gse2_timeseriesdict,,146,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.read_knet_timeseriesdict,read_knet_timeseriesdict,,150,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._adapt_timeseries,_adapt_timeseries,,155,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._adapt_matrix,_adapt_matrix,,163,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic._write_obspy,_write_obspy,,169,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.write_miniseed,write_miniseed,,183,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.write_sac,write_sac,,187,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.seismic.write_gse2,write_gse2,,194,False,[],gwexpy/io/seismic.py,No,非A2,非数値,,
gwexpy.timeseries.io.stubs._stub,_stub,,20,False,[],gwexpy/io/stubs.py,No,非A2,非数値,,
gwexpy.timeseries.io.tdms._import_nptdms,_import_nptdms,,17,False,[],gwexpy/io/tdms.py,No,非A2,非数値,,
gwexpy.timeseries.io.tdms.read_timeseriesdict_tdms,read_timeseriesdict_tdms,,28,False,[],gwexpy/io/tdms.py,Yes,A2-b,数値,"external:np.datetime64,np.isinf,np.isnan",
gwexpy.timeseries.io.tdms.read_timeseries_tdms,read_timeseries_tdms,,111,False,[],gwexpy/io/tdms.py,No,非A2,非数値,,
gwexpy.timeseries.io.tdms.read_timeseriesmatrix_tdms,read_timeseriesmatrix_tdms,,118,False,[],gwexpy/io/tdms.py,No,非A2,非数値,,
gwexpy.timeseries.io.wav.read_timeseriesdict_wav,read_timeseriesdict_wav,,15,False,[],gwexpy/io/wav.py,No,非A2,非数値,,
gwexpy.timeseries.io.wav.read_timeseries_wav,read_timeseries_wav,,53,False,[],gwexpy/io/wav.py,No,非A2,非数値,,
gwexpy.timeseries.io.win.s4,s4,,23,False,[],gwexpy/io/win.py,No,非A2,非数値,,
gwexpy.timeseries.io.win._read_win_fixed,_read_win_fixed,,29,False,[],gwexpy/io/win.py,Yes,A2-c,数値,"external:np.array,np.frombuffer",
gwexpy.timeseries.io.win.read_win_file,read_win_file,,168,False,[],gwexpy/io/win.py,No,非A2,非数値,,
gwexpy.timeseries.matrix.TimeSeriesMatrix.__new__,__new__,TimeSeriesMatrix,49,False,[],gwexpy/matrix.py,Yes,A2-c,数値,"external:np.asarray,np.shape",
gwexpy.timeseries.matrix.TimeSeriesMatrix.plot,plot,TimeSeriesMatrix,183,False,[],gwexpy/matrix.py,No,非A2,非数値,,
gwexpy.timeseries.matrix._make_wrapper,_make_wrapper,,219,False,[],gwexpy/matrix.py,No,非A2,非数値,,
gwexpy.timeseries.matrix._make_biv_wrapper,_make_biv_wrapper,,244,False,[],gwexpy/matrix.py,No,非A2,非数値,,
gwexpy.timeseries.matrix._make_univ_wrapper,_make_univ_wrapper,,262,False,[],gwexpy/matrix.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis._calc_correlation_direct,_calc_correlation_direct,,19,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._resolve_axis,_resolve_axis,TimeSeriesMatrixAnalysisMixin,36,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,helper,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.skewness,skewness,TimeSeriesMatrixAnalysisMixin,44,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
